	sub	emotion	score	mapping	kernel	beta
110	51	disgust	0.7446338523466183	Darwin	cosine	1
111	52	disgust	0.5973731155959967	Darwin	cosine	1
112	53	disgust	0.6358873038752755	Darwin	cosine	1
113	54	disgust	0.600901298908757	Darwin	cosine	1
114	55	disgust	0.7029872032443025	Darwin	cosine	1
115	56	disgust	0.697022612622147	Darwin	cosine	1
116	57	disgust	0.6923947380828894	Darwin	cosine	1
117	58	disgust	0.6149532767679746	Darwin	cosine	1
118	59	disgust	0.6246865271532341	Darwin	cosine	1
119	60	disgust	0.5870362660081548	Darwin	cosine	1
120	01	fear	0.5609861022819439	Darwin	cosine	1
121	02	fear	0.68220495745468	Darwin	cosine	1
122	03	fear	0.5781954764470192	Darwin	cosine	1
123	04	fear	0.49877629385826106	Darwin	cosine	1
124	05	fear	0.6072047587605528	Darwin	cosine	1
125	06	fear	0.7378243997829034	Darwin	cosine	1
126	07	fear	0.650679758308157	Darwin	cosine	1
127	08	fear	0.6778944179127459	Darwin	cosine	1
128	09	fear	0.5433143807754977	Darwin	cosine	1
129	10	fear	0.6709072392665276	Darwin	cosine	1
130	11	fear	0.5688025370479237	Darwin	cosine	1
131	12	fear	0.72327431199948	Darwin	cosine	1
132	13	fear	0.56111467008328	Darwin	cosine	1
133	14	fear	0.6849416772729655	Darwin	cosine	1
134	15	fear	0.6284999175857645	Darwin	cosine	1
135	16	fear	0.41553986168556073	Darwin	cosine	1
136	17	fear	0.5348717143361928	Darwin	cosine	1
137	18	fear	0.4994393957276053	Darwin	cosine	1
138	19	fear	0.5184047758856919	Darwin	cosine	1
139	20	fear	0.5867527719245434	Darwin	cosine	1
140	21	fear	0.4228194185116031	Darwin	cosine	1
141	22	fear	0.5218194416194128	Darwin	cosine	1
142	23	fear	0.5710768947077264	Darwin	cosine	1
143	24	fear	0.5992485369358004	Darwin	cosine	1
144	25	fear	0.5800765233629683	Darwin	cosine	1
145	26	fear	0.5645758726713691	Darwin	cosine	1
146	27	fear	0.5704915759860816	Darwin	cosine	1
147	28	fear	0.5161899340087369	Darwin	cosine	1
148	29	fear	0.5541082460590405	Darwin	cosine	1
149	30	fear	0.5815699927334672	Darwin	cosine	1
150	31	fear	0.5587010268541311	Darwin	cosine	1
151	32	fear	0.48262447873436204	Darwin	cosine	1
152	33	fear	0.628624317055474	Darwin	cosine	1
153	34	fear	0.5091285015562472	Darwin	cosine	1
154	35	fear	0.49611997240147737	Darwin	cosine	1
155	36	fear	0.5653572429424463	Darwin	cosine	1
156	37	fear	0.5545355364930156	Darwin	cosine	1
157	38	fear	0.5745067986616248	Darwin	cosine	1
158	39	fear	0.5952936701156422	Darwin	cosine	1
159	40	fear	0.6645236157704187	Darwin	cosine	1
160	41	fear	0.6719282590069107	Darwin	cosine	1
161	42	fear	0.4607374813176665	Darwin	cosine	1
162	43	fear	0.46646886366486895	Darwin	cosine	1
163	44	fear	0.5040409540281425	Darwin	cosine	1
164	45	fear	0.6661734346845504	Darwin	cosine	1
165	46	fear	0.4973103491811558	Darwin	cosine	1
166	47	fear	0.5500710512371746	Darwin	cosine	1
167	48	fear	0.56993265993266	Darwin	cosine	1
168	49	fear	0.5322357354451672	Darwin	cosine	1
169	50	fear	0.536861693393903	Darwin	cosine	1
170	51	fear	0.5469183194711026	Darwin	cosine	1
171	52	fear	0.45249423429640256	Darwin	cosine	1
172	53	fear	0.49287313569794333	Darwin	cosine	1
173	54	fear	0.4469641359060403	Darwin	cosine	1
174	55	fear	0.6126476995966207	Darwin	cosine	1
175	56	fear	0.6411149113749786	Darwin	cosine	1
176	57	fear	0.5799055245397688	Darwin	cosine	1
177	58	fear	0.6935640589511423	Darwin	cosine	1
178	59	fear	0.39965382459802107	Darwin	cosine	1
179	60	fear	0.5437220754469355	Darwin	cosine	1
180	01	happy	0.7720562018662646	Darwin	cosine	1
181	02	happy	0.833429594748116	Darwin	cosine	1
182	03	happy	0.7859400720736753	Darwin	cosine	1
183	04	happy	0.7748567923634032	Darwin	cosine	1
184	05	happy	0.774116986862085	Darwin	cosine	1
185	06	happy	0.8340935803988389	Darwin	cosine	1
186	07	happy	0.7466723563491933	Darwin	cosine	1
187	08	happy	0.7771460242978494	Darwin	cosine	1
188	09	happy	0.7761287430804384	Darwin	cosine	1
189	10	happy	0.7817656635887433	Darwin	cosine	1
190	11	happy	0.7943132946365778	Darwin	cosine	1
191	12	happy	0.8287606851784273	Darwin	cosine	1
192	13	happy	0.8330098606551077	Darwin	cosine	1
193	14	happy	0.8097247578356156	Darwin	cosine	1
194	15	happy	0.7887644830659536	Darwin	cosine	1
195	16	happy	0.6747405542700562	Darwin	cosine	1
196	17	happy	0.6976123672773286	Darwin	cosine	1
197	18	happy	0.7430635533443448	Darwin	cosine	1
198	19	happy	0.714078598427117	Darwin	cosine	1
199	20	happy	0.6837822081198869	Darwin	cosine	1
200	21	happy	0.7011454260884072	Darwin	cosine	1
201	22	happy	0.6004098641788997	Darwin	cosine	1
202	23	happy	0.7568821077021286	Darwin	cosine	1
203	24	happy	0.7462610926090645	Darwin	cosine	1
204	25	happy	0.7390274747857979	Darwin	cosine	1
205	26	happy	0.799344027864723	Darwin	cosine	1
206	27	happy	0.7528122582852383	Darwin	cosine	1
207	28	happy	0.7791123743147731	Darwin	cosine	1
208	29	happy	0.7180431155109585	Darwin	cosine	1
209	30	happy	0.6952819921900006	Darwin	cosine	1
210	31	happy	0.7921786222772211	Darwin	cosine	1
211	32	happy	0.7399315492529992	Darwin	cosine	1
212	33	happy	0.7604486511983909	Darwin	cosine	1
213	34	happy	0.7836466873998681	Darwin	cosine	1
214	35	happy	0.797228199073716	Darwin	cosine	1
215	36	happy	0.7397824140749678	Darwin	cosine	1
216	37	happy	0.6931344390456845	Darwin	cosine	1
217	38	happy	0.686583774436504	Darwin	cosine	1
218	39	happy	0.7305694084969383	Darwin	cosine	1
219	40	happy	0.6733076804463322	Darwin	cosine	1
220	41	happy	0.6918599918599918	Darwin	cosine	1
221	42	happy	0.7275332043401084	Darwin	cosine	1
222	43	happy	0.714169481327517	Darwin	cosine	1
223	44	happy	0.7771164727233906	Darwin	cosine	1
224	45	happy	0.7976724256136021	Darwin	cosine	1
225	46	happy	0.69120207511637	Darwin	cosine	1
226	47	happy	0.5937090017645237	Darwin	cosine	1
227	48	happy	0.7088777895855473	Darwin	cosine	1
228	49	happy	0.7525174789573716	Darwin	cosine	1
229	50	happy	0.6873566336552065	Darwin	cosine	1
230	51	happy	0.8083168105745656	Darwin	cosine	1
231	52	happy	0.6866019448531764	Darwin	cosine	1
232	53	happy	0.7198489165971336	Darwin	cosine	1
233	54	happy	0.6988424205093351	Darwin	cosine	1
234	55	happy	0.7674322188840808	Darwin	cosine	1
235	56	happy	0.7868906233851435	Darwin	cosine	1
236	57	happy	0.7490896722474779	Darwin	cosine	1
237	58	happy	0.7654771175533254	Darwin	cosine	1
238	59	happy	0.7051499735729387	Darwin	cosine	1
239	60	happy	0.7625719474034081	Darwin	cosine	1
240	01	sadness	0.6917795414761815	Darwin	cosine	1
241	02	sadness	0.6148588410104012	Darwin	cosine	1
242	03	sadness	0.5972998535239619	Darwin	cosine	1
243	04	sadness	0.6225200994852218	Darwin	cosine	1
244	05	sadness	0.6168131665870742	Darwin	cosine	1
245	06	sadness	0.5822489592188147	Darwin	cosine	1
246	07	sadness	0.6473734982022276	Darwin	cosine	1
247	08	sadness	0.5802944230651762	Darwin	cosine	1
248	09	sadness	0.6606253974021256	Darwin	cosine	1
249	10	sadness	0.6559341516072286	Darwin	cosine	1
250	11	sadness	0.5807490966238912	Darwin	cosine	1
251	12	sadness	0.6386278092051683	Darwin	cosine	1
252	13	sadness	0.6445650610092778	Darwin	cosine	1
253	14	sadness	0.6492103403363063	Darwin	cosine	1
254	15	sadness	0.6684008188721464	Darwin	cosine	1
255	16	sadness	0.5959295763557142	Darwin	cosine	1
256	17	sadness	0.6018400204446717	Darwin	cosine	1
257	18	sadness	0.6458354888773927	Darwin	cosine	1
258	19	sadness	0.6037440349274038	Darwin	cosine	1
259	20	sadness	0.6162043957260698	Darwin	cosine	1
260	21	sadness	0.6062966569295684	Darwin	cosine	1
261	22	sadness	0.6281944242955366	Darwin	cosine	1
262	23	sadness	0.6164139315884226	Darwin	cosine	1
263	24	sadness	0.6031348822491523	Darwin	cosine	1
264	25	sadness	0.6167460398569238	Darwin	cosine	1
265	26	sadness	0.6595003666702732	Darwin	cosine	1
266	27	sadness	0.6655276250327311	Darwin	cosine	1
267	28	sadness	0.6206860628748652	Darwin	cosine	1
268	29	sadness	0.6392482360557281	Darwin	cosine	1
269	30	sadness	0.6295273802572587	Darwin	cosine	1
270	31	sadness	0.6352992493406371	Darwin	cosine	1
271	32	sadness	0.660904255319149	Darwin	cosine	1
272	33	sadness	0.6282010224116463	Darwin	cosine	1
273	34	sadness	0.6213170924935629	Darwin	cosine	1
274	35	sadness	0.5920685279187817	Darwin	cosine	1
275	36	sadness	0.5724276696357868	Darwin	cosine	1
276	37	sadness	0.6014818712656165	Darwin	cosine	1
277	38	sadness	0.6591265372128232	Darwin	cosine	1
278	39	sadness	0.6447847653404557	Darwin	cosine	1
279	40	sadness	0.6303120336453669	Darwin	cosine	1
280	41	sadness	0.5402290466556874	Darwin	cosine	1
281	42	sadness	0.605171152731785	Darwin	cosine	1
282	43	sadness	0.6413892906547681	Darwin	cosine	1
283	44	sadness	0.6033085589697875	Darwin	cosine	1
284	45	sadness	0.6704102398119005	Darwin	cosine	1
285	46	sadness	0.583846447532952	Darwin	cosine	1
286	47	sadness	0.6340680506727896	Darwin	cosine	1
287	48	sadness	0.64839599906714	Darwin	cosine	1
288	49	sadness	0.6057085628442664	Darwin	cosine	1
289	50	sadness	0.47666885598280395	Darwin	cosine	1
290	51	sadness	0.6381080289891765	Darwin	cosine	1
291	52	sadness	0.5689199876137183	Darwin	cosine	1
292	53	sadness	0.5843339510508249	Darwin	cosine	1
293	54	sadness	0.45378328173374616	Darwin	cosine	1
294	55	sadness	0.6245657780958345	Darwin	cosine	1
295	56	sadness	0.6431670830359267	Darwin	cosine	1
296	57	sadness	0.6959513719571191	Darwin	cosine	1
297	58	sadness	0.6093241846752379	Darwin	cosine	1
298	59	sadness	0.6087618071845201	Darwin	cosine	1
299	60	sadness	0.6357640404653899	Darwin	cosine	1
300	01	surprise	0.8007663224007884	Darwin	cosine	1
301	02	surprise	0.8469186646075006	Darwin	cosine	1
302	03	surprise	0.8549579135786033	Darwin	cosine	1
303	04	surprise	0.7268061405004178	Darwin	cosine	1
304	05	surprise	0.8150128967731748	Darwin	cosine	1
305	06	surprise	0.7944952784670527	Darwin	cosine	1
306	07	surprise	0.8977537471908954	Darwin	cosine	1
307	08	surprise	0.8563626113125062	Darwin	cosine	1
308	09	surprise	0.8169678147939017	Darwin	cosine	1
309	10	surprise	0.841198001785925	Darwin	cosine	1
310	11	surprise	0.9013141738368333	Darwin	cosine	1
311	12	surprise	0.8853982744783307	Darwin	cosine	1
312	13	surprise	0.845712081234765	Darwin	cosine	1
313	14	surprise	0.8395046124552706	Darwin	cosine	1
314	15	surprise	0.8183007293468992	Darwin	cosine	1
315	16	surprise	0.7092414863145645	Darwin	cosine	1
316	17	surprise	0.6815575639146719	Darwin	cosine	1
317	18	surprise	0.7455447753793263	Darwin	cosine	1
318	19	surprise	0.7854880347159533	Darwin	cosine	1
319	20	surprise	0.7146717125475595	Darwin	cosine	1
320	21	surprise	0.7395415728332849	Darwin	cosine	1
321	22	surprise	0.6697165130585496	Darwin	cosine	1
322	23	surprise	0.8017045787939836	Darwin	cosine	1
323	24	surprise	0.8267396503057863	Darwin	cosine	1
324	25	surprise	0.7309132924949338	Darwin	cosine	1
325	26	surprise	0.8111020099552644	Darwin	cosine	1
326	27	surprise	0.8005445251148319	Darwin	cosine	1
327	28	surprise	0.7653442166540116	Darwin	cosine	1
328	29	surprise	0.7064790286975718	Darwin	cosine	1
329	30	surprise	0.65919415694884	Darwin	cosine	1
330	31	surprise	0.7855920293395071	Darwin	cosine	1
331	32	surprise	0.8169140125030411	Darwin	cosine	1
332	33	surprise	0.7454329110380066	Darwin	cosine	1
333	34	surprise	0.8066089135883187	Darwin	cosine	1
334	35	surprise	0.7265864550336982	Darwin	cosine	1
335	36	surprise	0.6469487384845716	Darwin	cosine	1
336	37	surprise	0.7138116515632017	Darwin	cosine	1
337	38	surprise	0.710108687695835	Darwin	cosine	1
338	39	surprise	0.8207149241116022	Darwin	cosine	1
339	40	surprise	0.7552846865815678	Darwin	cosine	1
340	41	surprise	0.7218362937747976	Darwin	cosine	1
341	42	surprise	0.7926218837034776	Darwin	cosine	1
342	43	surprise	0.7581117235599394	Darwin	cosine	1
343	44	surprise	0.7822548377182554	Darwin	cosine	1
344	45	surprise	0.7915849515233544	Darwin	cosine	1
345	46	surprise	0.7077960104394162	Darwin	cosine	1
346	47	surprise	0.7866319075560204	Darwin	cosine	1
347	48	surprise	0.6788227304591657	Darwin	cosine	1
348	49	surprise	0.7902368938022417	Darwin	cosine	1
349	50	surprise	0.8508508808766774	Darwin	cosine	1
350	51	surprise	0.8251725698472231	Darwin	cosine	1
351	52	surprise	0.6825399935104293	Darwin	cosine	1
352	53	surprise	0.7754638218923933	Darwin	cosine	1
353	54	surprise	0.6840572012404784	Darwin	cosine	1
354	55	surprise	0.8298440385676253	Darwin	cosine	1
355	56	surprise	0.7491725893010193	Darwin	cosine	1
356	57	surprise	0.7788682179363183	Darwin	cosine	1
357	58	surprise	0.7863705025993047	Darwin	cosine	1
358	59	surprise	0.6943861090820551	Darwin	cosine	1
359	60	surprise	0.5922159401265131	Darwin	cosine	1
0	01	anger	0.5670534667803953	Matsumoto2008	cosine	1
1	02	anger	0.6275934108154836	Matsumoto2008	cosine	1
2	03	anger	0.5947173387919515	Matsumoto2008	cosine	1
3	04	anger	0.5538619162319205	Matsumoto2008	cosine	1
4	05	anger	0.5830479924890927	Matsumoto2008	cosine	1
5	06	anger	0.6609922626209271	Matsumoto2008	cosine	1
6	07	anger	0.6119612174766814	Matsumoto2008	cosine	1
7	08	anger	0.577563290920287	Matsumoto2008	cosine	1
8	09	anger	0.5953716962923762	Matsumoto2008	cosine	1
9	10	anger	0.5921270401613791	Matsumoto2008	cosine	1
10	11	anger	0.7218523316062176	Matsumoto2008	cosine	1
11	12	anger	0.6340136181909046	Matsumoto2008	cosine	1
12	13	anger	0.48219838638842843	Matsumoto2008	cosine	1
13	14	anger	0.6479780388821841	Matsumoto2008	cosine	1
14	15	anger	0.3984576092443485	Matsumoto2008	cosine	1
15	16	anger	0.5976165342519029	Matsumoto2008	cosine	1
16	17	anger	0.43513598539402665	Matsumoto2008	cosine	1
17	18	anger	0.5178297760210804	Matsumoto2008	cosine	1
18	19	anger	0.5748357687518426	Matsumoto2008	cosine	1
19	20	anger	0.48267467389900554	Matsumoto2008	cosine	1
20	21	anger	0.583004526639394	Matsumoto2008	cosine	1
21	22	anger	0.4682601729352762	Matsumoto2008	cosine	1
22	23	anger	0.5686809423796914	Matsumoto2008	cosine	1
23	24	anger	0.5245650936626166	Matsumoto2008	cosine	1
24	25	anger	0.5552333338416029	Matsumoto2008	cosine	1
25	26	anger	0.5420525216305556	Matsumoto2008	cosine	1
26	27	anger	0.557854798869598	Matsumoto2008	cosine	1
27	28	anger	0.5300807691991347	Matsumoto2008	cosine	1
28	29	anger	0.4243961056227118	Matsumoto2008	cosine	1
29	30	anger	0.5357048606297717	Matsumoto2008	cosine	1
30	31	anger	0.5816908738804164	Matsumoto2008	cosine	1
31	32	anger	0.5414665618205231	Matsumoto2008	cosine	1
32	33	anger	0.5042286901286452	Matsumoto2008	cosine	1
33	34	anger	0.5389751453581241	Matsumoto2008	cosine	1
34	35	anger	0.5765660980810234	Matsumoto2008	cosine	1
35	36	anger	0.5360294224337442	Matsumoto2008	cosine	1
36	37	anger	0.5753099275632207	Matsumoto2008	cosine	1
37	38	anger	0.39404404268128507	Matsumoto2008	cosine	1
38	39	anger	0.590297354298482	Matsumoto2008	cosine	1
39	40	anger	0.5230275722129386	Matsumoto2008	cosine	1
40	41	anger	0.5535056279494466	Matsumoto2008	cosine	1
41	42	anger	0.46616815929049643	Matsumoto2008	cosine	1
42	43	anger	0.5391604615930117	Matsumoto2008	cosine	1
43	44	anger	0.5631858456550298	Matsumoto2008	cosine	1
44	45	anger	0.5960392272900199	Matsumoto2008	cosine	1
45	46	anger	0.5593560255159079	Matsumoto2008	cosine	1
46	47	anger	0.5668225488000976	Matsumoto2008	cosine	1
47	48	anger	0.53228473062954	Matsumoto2008	cosine	1
48	49	anger	0.5675956336128999	Matsumoto2008	cosine	1
49	50	anger	0.5417960638171061	Matsumoto2008	cosine	1
50	51	anger	0.575167714884696	Matsumoto2008	cosine	1
51	52	anger	0.5949554674610107	Matsumoto2008	cosine	1
52	53	anger	0.49520251087371137	Matsumoto2008	cosine	1
53	54	anger	0.49776785521689426	Matsumoto2008	cosine	1
54	55	anger	0.5390908337509915	Matsumoto2008	cosine	1
55	56	anger	0.6436550443963631	Matsumoto2008	cosine	1
56	57	anger	0.6025829982086532	Matsumoto2008	cosine	1
57	58	anger	0.6907369702539401	Matsumoto2008	cosine	1
58	59	anger	0.5086718884100785	Matsumoto2008	cosine	1
59	60	anger	0.5568270233582201	Matsumoto2008	cosine	1
60	01	disgust	0.7258916040412082	Matsumoto2008	cosine	1
61	02	disgust	0.7001709132851002	Matsumoto2008	cosine	1
62	03	disgust	0.7608074534161491	Matsumoto2008	cosine	1
63	04	disgust	0.6951533823626848	Matsumoto2008	cosine	1
64	05	disgust	0.7283062237897212	Matsumoto2008	cosine	1
65	06	disgust	0.8587614766728362	Matsumoto2008	cosine	1
66	07	disgust	0.6713151271144832	Matsumoto2008	cosine	1
67	08	disgust	0.6685024198880907	Matsumoto2008	cosine	1
68	09	disgust	0.692937980724678	Matsumoto2008	cosine	1
69	10	disgust	0.7246159901869245	Matsumoto2008	cosine	1
70	11	disgust	0.8112520746366242	Matsumoto2008	cosine	1
71	12	disgust	0.7156827539346827	Matsumoto2008	cosine	1
72	13	disgust	0.829458041958042	Matsumoto2008	cosine	1
73	14	disgust	0.8031412776020196	Matsumoto2008	cosine	1
74	15	disgust	0.8068560212530483	Matsumoto2008	cosine	1
75	16	disgust	0.6306046891305322	Matsumoto2008	cosine	1
76	17	disgust	0.6188730298868615	Matsumoto2008	cosine	1
77	18	disgust	0.6221463877625948	Matsumoto2008	cosine	1
78	19	disgust	0.6767260921661972	Matsumoto2008	cosine	1
79	20	disgust	0.704870774570812	Matsumoto2008	cosine	1
80	21	disgust	0.6407088365934581	Matsumoto2008	cosine	1
81	22	disgust	0.6791800891578811	Matsumoto2008	cosine	1
82	23	disgust	0.6553257389553497	Matsumoto2008	cosine	1
83	24	disgust	0.7296428869834358	Matsumoto2008	cosine	1
84	25	disgust	0.7004777128578253	Matsumoto2008	cosine	1
85	26	disgust	0.6993197980006183	Matsumoto2008	cosine	1
86	27	disgust	0.6821389899938685	Matsumoto2008	cosine	1
87	28	disgust	0.6094457510789411	Matsumoto2008	cosine	1
88	29	disgust	0.7150938323014768	Matsumoto2008	cosine	1
89	30	disgust	0.6742202516162852	Matsumoto2008	cosine	1
90	31	disgust	0.7498102333716992	Matsumoto2008	cosine	1
91	32	disgust	0.7251359241650503	Matsumoto2008	cosine	1
92	33	disgust	0.6377918205926084	Matsumoto2008	cosine	1
93	34	disgust	0.7855862804913412	Matsumoto2008	cosine	1
94	35	disgust	0.6759900113871582	Matsumoto2008	cosine	1
95	36	disgust	0.5419422404188382	Matsumoto2008	cosine	1
96	37	disgust	0.7655005593049241	Matsumoto2008	cosine	1
97	38	disgust	0.5363876116981706	Matsumoto2008	cosine	1
98	39	disgust	0.6912257824143069	Matsumoto2008	cosine	1
99	40	disgust	0.7342501143118427	Matsumoto2008	cosine	1
100	41	disgust	0.6411679822285344	Matsumoto2008	cosine	1
101	42	disgust	0.7264075633701076	Matsumoto2008	cosine	1
102	43	disgust	0.6602756357306397	Matsumoto2008	cosine	1
103	44	disgust	0.7434429095995804	Matsumoto2008	cosine	1
104	45	disgust	0.6885587616563738	Matsumoto2008	cosine	1
105	46	disgust	0.5881370811039586	Matsumoto2008	cosine	1
106	47	disgust	0.687689545591032	Matsumoto2008	cosine	1
107	48	disgust	0.673973452619286	Matsumoto2008	cosine	1
108	49	disgust	0.6458887142515461	Matsumoto2008	cosine	1
109	50	disgust	0.8134347629438119	Matsumoto2008	cosine	1
110	51	disgust	0.865542199318795	Matsumoto2008	cosine	1
111	52	disgust	0.6482244443385003	Matsumoto2008	cosine	1
112	53	disgust	0.7095500521894726	Matsumoto2008	cosine	1
113	54	disgust	0.5766266311238906	Matsumoto2008	cosine	1
114	55	disgust	0.7949058757708938	Matsumoto2008	cosine	1
115	56	disgust	0.8052712809115603	Matsumoto2008	cosine	1
116	57	disgust	0.6874878851221442	Matsumoto2008	cosine	1
117	58	disgust	0.7284371439714287	Matsumoto2008	cosine	1
118	59	disgust	0.6692320996195088	Matsumoto2008	cosine	1
119	60	disgust	0.6814489995159609	Matsumoto2008	cosine	1
120	01	fear	0.6969094565860716	Matsumoto2008	cosine	1
121	02	fear	0.7810610432852386	Matsumoto2008	cosine	1
122	03	fear	0.5830942818894627	Matsumoto2008	cosine	1
123	04	fear	0.5440418169926367	Matsumoto2008	cosine	1
124	05	fear	0.5249316134509268	Matsumoto2008	cosine	1
125	06	fear	0.6909270714121644	Matsumoto2008	cosine	1
126	07	fear	0.7106243705941592	Matsumoto2008	cosine	1
127	08	fear	0.6756530895562791	Matsumoto2008	cosine	1
128	09	fear	0.6277127035311009	Matsumoto2008	cosine	1
129	10	fear	0.7034350996758869	Matsumoto2008	cosine	1
